
---------- Begin Simulation Statistics ----------
simSeconds                                   0.146695                       # Number of seconds simulated (Second)
simTicks                                 146694530500                       # Number of ticks simulated (Tick)
finalTick                                146694530500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    823.38                       # Real time elapsed on the host (Second)
hostTickRate                                178160354                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     640088                       # Number of bytes of host memory used (Byte)
simInsts                                    100000005                       # Number of instructions simulated (Count)
simOps                                      100000005                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   121450                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     121450                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        293389062                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       102364314                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       26                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      102298822                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    479                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2364333                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1614000                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  10                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           293352872                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.348723                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.257261                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 263088317     89.68%     89.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   9457414      3.22%     92.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   7524339      2.56%     95.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    244608      0.08%     95.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    273758      0.09%     95.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    863739      0.29%     95.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  11705074      3.99%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    150249      0.05%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     45374      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             293352872                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   38938     88.64%     88.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     88.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     88.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     88.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     88.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     88.64% # attempts to use FU when none available (Count)
